zone,pd,vrs,enc,lv_min,lv_max,rate_m,rate_d,rate_n
dngn-rock-b1f,Kangaskhan,HG/SS,Cave,14,,5,,
dngn-rock-b1f,Geodude,HG/SS,Rock Smash,12,21,100,,
dngn-rock-b1f,Makuhita,HG/SS,Hoenn Sound,16,,20,,
dngn-rock-b1f,Absol,HG/SS,Hoenn Sound,12,,20,,
dngn-rock-b1f,Chingling,HG/SS,Sinnoh Sound,16,,20,,
dngn-rock-b1f,Bronzor,HG/SS,Sinnoh Sound,12,,20,,
dngn-silp-lob,Treecko,HG/SS,Gift,5,,,,
dngn-silp-lob,Torchic,HG/SS,Gift,5,,,,
dngn-silp-lob,Mudkip,HG/SS,Gift,5,,,,
dngn-foam-1f,Zubat,HG/SS,Cave,26,28,30,,
dngn-foam-1f,Golbat,HG/SS,Cave,30,32,30,,
dngn-foam-1f,Psyduck,HG/SS,Cave,26,29,30,,
dngn-foam-1f,Golduck,HG/SS,Cave,32,,10,,
dngn-foam-1f,Makuhita,HG/SS,Hoenn Sound,30,32,20,,
dngn-foam-1f,Absol,HG/SS,Hoenn Sound,28,29,20,,
dngn-foam-1f,Chingling,HG/SS,Sinnoh Sound,30,32,20,,
dngn-foam-1f,Bronzor,HG/SS,Sinnoh Sound,28,29,20,,
dngn-foam-b1f,Seel,HG/SS,Cave,32,34,30,,
dngn-foam-b1f,Golbat,HG/SS,Cave,32,34,30,,
dngn-foam-b1f,Psyduck,HG/SS,Cave,26,28,16,,
dngn-foam-b1f,Golduck,HG/SS,Cave,32,34,14,,
dngn-foam-b1f,Zubat,HG/SS,Cave,28,29,10,,
dngn-foam-b1f,Makuhita,HG/SS,Hoenn Sound,32,34,20,,
dngn-foam-b1f,Absol,HG/SS,Hoenn Sound,28,34,20,,
dngn-foam-b1f,Chingling,HG/SS,Sinnoh Sound,32,34,20,,
dngn-foam-b1f,Bronzor,HG/SS,Sinnoh Sound,28,34,20,,
dngn-foam-b2f,Seel,HG/SS,Cave,33,35,30,,
dngn-foam-b2f,Golbat,HG/SS,Cave,33,35,30,,
dngn-foam-b2f,Psyduck,HG/SS,Cave,27,30,16,,
dngn-foam-b2f,Golduck,HG/SS,Cave,33,35,14,,
dngn-foam-b2f,Zubat,HG/SS,Cave,29,30,10,,
dngn-foam-b2f,Makuhita,HG/SS,Hoenn Sound,33,35,20,,
dngn-foam-b2f,Absol,HG/SS,Hoenn Sound,30,35,20,,
dngn-foam-b2f,Chingling,HG/SS,Sinnoh Sound,33,35,20,,
dngn-foam-b2f,Bronzor,HG/SS,Sinnoh Sound,30,35,20,,
dngn-foam-b3f,Golbat,HG/SS,Cave,34,36,30,,
dngn-foam-b3f,Dewgong,HG/SS,Cave,35,36,24,,
dngn-foam-b3f,Golduck,HG/SS,Cave,34,36,14,,
dngn-foam-b3f,Psyduck,HG/SS,Cave,31,32,12,,
dngn-foam-b3f,Zubat,HG/SS,Cave,31,32,10,,
dngn-foam-b3f,Seel,HG/SS,Cave,34,,10,,
dngn-foam-b3f,Makuhita,HG/SS,Hoenn Sound,34,36,20,,
dngn-foam-b3f,Absol,HG/SS,Hoenn Sound,32,34,20,,
dngn-foam-b3f,Chingling,HG/SS,Sinnoh Sound,34,36,20,,
dngn-foam-b3f,Bronzor,HG/SS,Sinnoh Sound,32,34,20,,
dngn-foam-b4f,Golbat,HG/SS,Cave,38,40,30,,
dngn-foam-b4f,Dewgong,HG/SS,Cave,37,38,24,,
dngn-foam-b4f,Golduck,HG/SS,Cave,37,38,14,,
dngn-foam-b4f,Jynx,HG/SS,Cave,38,40,12,,
dngn-foam-b4f,Psyduck,HG/SS,Cave,34,,10,,
dngn-foam-b4f,Seel,HG/SS,Cave,34,,10,,
dngn-foam-b4f,Seel,HG/SS,Surfing,30,40,60,,
dngn-foam-b4f,Horsea,HG/SS,Surfing,30,40,30,,
dngn-foam-b4f,Slowbro,HG/SS,Surfing,35,50,10,,
dngn-foam-b4f,Magikarp,HG/SS,Fishing (Old Rod),10,,85,,
dngn-foam-b4f,Krabby,HG/SS,Fishing (Old Rod),10,,15,,
dngn-foam-b4f,Magikarp,HG/SS,Fishing (Good Rod),20,,40,,
dngn-foam-b4f,Psyduck,HG/SS,Fishing (Good Rod),20,,30,,
dngn-foam-b4f,Krabby,HG/SS,Fishing (Good Rod),20,,20,,
dngn-foam-b4f,Horsea,HG/SS,Fishing (Good Rod),20,,10,,
dngn-foam-b4f,Gyarados,HG/SS,Fishing (Super Rod),40,,40,,
dngn-foam-b4f,Horsea,HG/SS,Fishing (Super Rod),40,,30,,
dngn-foam-b4f,Kingler,HG/SS,Fishing (Super Rod),40,,15,,
dngn-foam-b4f,Seadra,HG/SS,Fishing (Super Rod),40,,15,,
dngn-foam-b4f,Makuhita,HG/SS,Hoenn Sound,38,,20,,
dngn-foam-b4f,Absol,HG/SS,Hoenn Sound,34,,20,,
dngn-foam-b4f,Chingling,HG/SS,Sinnoh Sound,38,,20,,
dngn-foam-b4f,Bronzor,HG/SS,Sinnoh Sound,34,,20,,
dngn-foam-b4f,Articuno,HG/SS,sp,50,,,,
dngn-cin,Tentacool,HG/SS,Surfing,30,35,90,,
dngn-cin,Tentacruel,HG/SS,Surfing,35,,10,,
dngn-cin,Magikarp,HG/SS,Fishing (Old Rod),10,,95,,
dngn-cin,Tentacool,HG/SS,Fishing (Old Rod),10,,5,,
dngn-cin,Magikarp,HG/SS,Fishing (Good Rod),20,,40,,
dngn-cin,Tentacool,HG/SS,Fishing (Good Rod),20,,40,,
dngn-cin,Chinchou,HG/SS,Fishing (Good Rod),20,,16,,
dngn-cin,Shellder,HG/SS,Fishing (Good Rod),20,,4,,
dngn-cin,Chinchou,HG/SS,Fishing (Super Rod),40,,40,,
dngn-cin,Shellder,HG/SS,Fishing (Super Rod),40,,40,,
dngn-cin,Tentacruel,HG/SS,Fishing (Super Rod),40,,16,,
dngn-cin,Lanturn,HG/SS,Fishing (Super Rod),40,,4,,
dngn-clif,Zubat,HG/SS,Cave,18,,0,0,5
dngn-clif,Golbat,HG/SS,Cave,20,22,20,20,24
dngn-clif,Machop,HG/SS,Cave,19,,10,10,10
dngn-clif,Machoke,HG/SS,Cave,22,,4,4,4
dngn-clif,Geodude,HG/SS,Cave,19,,20,20,20
dngn-clif,Graveler,HG/SS,Cave,20,,4,4,0
dngn-clif,Onix,HG/SS,Cave,20,,10,10,10
dngn-clif,Krabby,HG/SS,Cave,20,,10,10,10
dngn-clif,Kingler,HG/SS,Cave,22,,10,10,10
dngn-clif,Wooper,HG/SS,Cave,18,,5,5,0
dngn-clif,Quagsire,HG/SS,Cave,20,,5,5,0
dngn-clif,Misdreavus,HG/SS,Cave,20,,0,0,5
dngn-clif,Steelix,HG/SS,Cave,23,,2,2,2
dngn-clif,Krabby,HG/SS,Rock Smash,20,26,80,,
dngn-clif,Kingler,HG/SS,Rock Smash,28,31,20,,
dngn-clif,Makuhita,HG/SS,Hoenn Sound,19,20,20,,
dngn-clif,Absol,HG/SS,Hoenn Sound,20,22,20,,
dngn-clif,Chingling,HG/SS,Sinnoh Sound,19,20,20,,
dngn-clif,Bronzor,HG/SS,Sinnoh Sound,20,22,20,,
saf-plai,Rattata,HG/SS,Grass,15,17,30,30,0
saf-plai,Raticate,HG/SS,Grass,15,17,0,0,30
saf-plai,Abra,HG/SS,Grass,15,17,30,30,30
saf-plai,Girafarig,HG/SS,Grass,15,17,30,30,20
saf-plai,Stantler,HG/SS,Grass,17,,0,0,20
saf-plai,Smeargle,HG/SS,Grass,17,,10,10,0
saf-mead,Clefairy,HG/SS,Grass,17,,0,0,10
saf-mead,Jigglypuff,HG/SS,Grass,15,17,50,30,30
saf-mead,Marill,HG/SS,Grass,15,17,0,0,30
saf-mead,Hoppip,HG/SS,Grass,15,17,40,30,0
saf-mead,Skiploom,HG/SS,Grass,17,,10,10,0
saf-mead,Sunkern,HG/SS,Grass,15,17,0,30,0
saf-mead,Wooper,HG/SS,Grass,15,17,0,0,30
saf-mead,Magikarp,HG/SS,Surfing,15,17,50,,
saf-mead,Marill,HG/SS,Surfing,16,17,20,,
saf-mead,Wooper,HG/SS,Surfing,15,17,30,,
saf-mead,Poliwag,HG/SS,Fishing (Old Rod),12,15,40,,
saf-mead,Magikarp,HG/SS,Fishing (Old Rod),12,15,60,,
saf-mead,Poliwag,HG/SS,Fishing (Good Rod),22,24,40,,
saf-mead,Poliwhirl,HG/SS,Fishing (Good Rod),24,25,20,,
saf-mead,Magikarp,HG/SS,Fishing (Good Rod),22,24,40,,
saf-mead,Poliwag,HG/SS,Fishing (Super Rod),35,36,40,,
saf-mead,Poliwhirl,HG/SS,Fishing (Super Rod),35,38,60,,
saf-sava,Nidoran♀,HG/SS,Grass,15,17,30,30,0
saf-sava,Nidorina,HG/SS,Grass,15,17,0,0,30
saf-sava,Nidoran♂,HG/SS,Grass,15,17,30,30,0
saf-sava,Nidorino,HG/SS,Grass,15,17,0,0,30
saf-sava,Zubat,HG/SS,Grass,15,17,0,0,30
saf-sava,Golbat,HG/SS,Grass,17,,0,0,10
saf-sava,Rhyhorn,HG/SS,Grass,17,,10,10,0
saf-sava,Tauros,HG/SS,Grass,15,17,30,30,0
saf-peak,Geodude,HG/SS,Grass,15,17,40,40,40
saf-peak,Graveler,HG/SS,Grass,16,17,20,20,0
saf-peak,Magnemite,HG/SS,Grass,15,16,20,20,20
saf-peak,Magneton,HG/SS,Grass,17,,10,10,20
saf-peak,Magmar,HG/SS,Grass,17,,10,10,0
saf-peak,Wobbuffet,HG/SS,Grass,16,17,0,0,20
saf-rock,Zubat,HG/SS,Grass,15,17,0,0,30
saf-rock,Slowpoke,HG/SS,Grass,15,17,30,30,30
saf-rock,Slowbro,HG/SS,Grass,17,,10,10,10
saf-rock,Doduo,HG/SS,Grass,15,17,30,30,0
saf-rock,Krabby,HG/SS,Grass,15,17,30,30,30
saf-rock,Poliwag,HG/SS,Surfing,15,16,30,,
saf-rock,Poliwhirl,HG/SS,Surfing,16,17,20,,
saf-rock,Magikarp,HG/SS,Surfing,15,16,30,,
saf-rock,Lapras,HG/SS,Surfing,15,16,20,,
saf-rock,Krabby,HG/SS,Fishing (Old Rod),13,15,30,,
saf-rock,Goldeen,HG/SS,Fishing (Old Rod),13,15,30,,
saf-rock,Magikarp,HG/SS,Fishing (Old Rod),12,14,40,,
saf-rock,Krabby,HG/SS,Fishing (Good Rod),22,25,40,,
saf-rock,Goldeen,HG/SS,Fishing (Good Rod),22,23,30,,
saf-rock,Magikarp,HG/SS,Fishing (Good Rod),22,23,30,,
saf-rock,Kingler,HG/SS,Fishing (Super Rod),38,39,20,,
saf-rock,Goldeen,HG/SS,Fishing (Super Rod),35,38,40,,
saf-rock,Seaking,HG/SS,Fishing (Super Rod),35,38,40,,
saf-wet,Spearow,HG/SS,Grass,15,17,30,30,0
saf-wet,Psyduck,HG/SS,Grass,15,16,0,0,20
saf-wet,Golduck,HG/SS,Grass,17,,0,0,20
saf-wet,Farfetch'd,HG/SS,Grass,15,17,30,30,0
saf-wet,Ditto,HG/SS,Grass,17,,10,10,0
saf-wet,Sentret,HG/SS,Grass,15,17,30,30,0
saf-wet,Wooper,HG/SS,Grass,15,17,0,0,40
saf-wet,Quagsire,HG/SS,Grass,16,17,0,0,20
saf-wet,Psyduck,HG/SS,Surfing,16,17,20,,
saf-wet,Poliwag,HG/SS,Surfing,15,16,30,,
saf-wet,Wooper,HG/SS,Surfing,15,16,30,,
saf-wet,Quagsire,HG/SS,Surfing,16,17,20,,
saf-wet,Poliwag,HG/SS,Fishing (Old Rod),12,15,40,,
saf-wet,Magikarp,HG/SS,Fishing (Old Rod),12,15,60,,
saf-wet,Poliwag,HG/SS,Fishing (Good Rod),22,24,70,,
saf-wet,Poliwhirl,HG/SS,Fishing (Good Rod),23,25,30,,
saf-wet,Poliwag,HG/SS,Fishing (Super Rod),35,37,50,,
saf-wet,Poliwhirl,HG/SS,Fishing (Super Rod),35,37,50,,
saf-fore,Pidgey,HG/SS,Grass,15,17,30,30,0
saf-fore,Bellsprout,HG/SS,Grass,15,17,40,40,30
saf-fore,Gastly,HG/SS,Grass,15,17,0,0,20
saf-fore,Haunter,HG/SS,Grass,16,17,0,0,20
saf-fore,Mr. Mime,HG/SS,Grass,16,17,20,20,0
saf-fore,Misdreavus,HG/SS,Grass,17,,10,10,0
saf-fore,Misdreavus,HG/SS,Grass,15,17,0,0,30
saf-swam,Jigglypuff,HG/SS,Grass,15,17,30,30,0
saf-swam,Paras,HG/SS,Grass,15,17,30,30,0
saf-swam,Drowzee,HG/SS,Grass,15,17,0,0,20
saf-swam,Hypno,HG/SS,Grass,16,17,0,0,20
saf-swam,Sentret,HG/SS,Grass,15,17,30,30,30
saf-swam,Murkrow,HG/SS,Grass,17,,10,10,0
saf-swam,Murkrow,HG/SS,Grass,15,17,0,0,30
saf-swam,Goldeen,HG/SS,Surfing,15,17,40,,
saf-swam,Magikarp,HG/SS,Surfing,15,17,60,,
saf-swam,Magikarp,HG/SS,Fishing (Old Rod),12,15,100,,
saf-swam,Goldeen,HG/SS,Fishing (Good Rod),22,24,40,,
saf-swam,Seaking,HG/SS,Fishing (Good Rod),24,25,20,,
saf-swam,Magikarp,HG/SS,Fishing (Good Rod),22,24,40,,
saf-swam,Goldeen,HG/SS,Fishing (Super Rod),35,37,40,,
saf-swam,Seaking,HG/SS,Fishing (Super Rod),35,37,40,,
saf-swam,Dratini,HG/SS,Fishing (Super Rod),36,37,20,,
saf-mars,Ekans,HG/SS,Grass,15,16,20,20,0
saf-mars,Arbok,HG/SS,Grass,17,,10,10,0
saf-mars,Oddish,HG/SS,Grass,15,17,0,0,20
saf-mars,Gloom,HG/SS,Grass,16,17,0,0,20
saf-mars,Grimer,HG/SS,Grass,17,,10,10,0
saf-mars,Koffing,HG/SS,Grass,15,17,30,30,30
saf-mars,Weezing,HG/SS,Grass,15,17,30,30,0
saf-mars,Wooper,HG/SS,Grass,15,17,0,0,30
saf-mars,Poliwag,HG/SS,Surfing,15,17,40,,
saf-mars,Grimer,HG/SS,Surfing,15,17,30,,
saf-mars,Wooper,HG/SS,Surfing,15,17,30,,
saf-mars,Poliwag,HG/SS,Fishing (Old Rod),12,15,40,,
saf-mars,Magikarp,HG/SS,Fishing (Old Rod),12,15,60,,
saf-mars,Poliwhirl,HG/SS,Fishing (Good Rod),24,25,60,,
saf-mars,Magikarp,HG/SS,Fishing (Good Rod),22,24,40,,
saf-mars,Poliwhirl,HG/SS,Fishing (Super Rod),35,38,80,,
saf-mars,Gyarados,HG/SS,Fishing (Super Rod),36,37,20,,
saf-wast,Fearow,HG/SS,Grass,15,17,0,0,30
saf-wast,Machop,HG/SS,Grass,16,17,20,20,0
saf-wast,Machoke,HG/SS,Grass,17,,10,0,0
saf-wast,Magnemite,HG/SS,Grass,15,17,30,30,30
saf-wast,Onix,HG/SS,Grass,15,17,20,30,40
saf-wast,Kangaskhan,HG/SS,Grass,15,17,20,20,0
saf-moun,Rattata,HG/SS,Grass,15,16,20,20,20
saf-moun,Raticate,HG/SS,Grass,15,17,30,30,0
saf-moun,Zubat,HG/SS,Grass,15,17,0,0,40
saf-moun,Golbat,HG/SS,Grass,15,17,0,0,30
saf-moun,Magneton,HG/SS,Grass,17,,10,10,10
saf-moun,Lickitung,HG/SS,Grass,15,17,30,30,0
saf-moun,Larvitar,HG/SS,Grass,17,,10,10,0
saf-dese,Fearow,HG/SS,Grass,15,17,0,0,30
saf-dese,Sandshrew,HG/SS,Grass,15,17,40,40,40
saf-dese,Sandslash,HG/SS,Grass,15,17,30,30,30
saf-dese,Cubone,HG/SS,Grass,16,17,20,20,0
saf-dese,Marowak,HG/SS,Grass,17,,10,10,0
